"","DAY","DCAN (kPa)","PLC","YSOIL (MPa)","YPD (MPa)","YMD (MPa)","ECRIT (mmol s-1)","Leaf NSC (gC m-2)","Stem NSC (gC m-2)","Root NSC (gC m-2)","GS (mmol m-2 s-1)","EC (mmol s-1)","GPP (mmol m-2 s-1)","theta0","theta1","theta2","theta3","theta4","RHIZF0 (mmol s-1)","RHIZF1 (mmol s-1)","RHIZF2 (mmol s-1)","RHIZF3 (mmol s-1)","RHIZF4 (mmol s-1)","FinRootC0 (gC m-2 grd)","FinRootC1 (gC m-2 grd)","FinRootC2 (gC m-2 grd)","FinRootC3 (gC m-2 grd)","FinRootC4 (gC m-2 grd)","MicrobN0 (gN m-2 grd)","MicrobN1 (gN m-2 grd)","MicrobN2 (gN m-2 grd)","MicrobN3 (gN m-2 grd)","MicrobN4 (gN m-2 grd)","PlantN (gN m-2 grd)","LAI (m2 m-2)","SLA (m-2 kgC)","RLA (m2 m-2)","RA0 (m2 m-2","RA1 (m2 m-2)","RA3 (m2 m-2)","RA4 (m2 m-2)","RA4 (m2 m-2)","Reproduction (gC m-2)"
"100",100,1.56309252801578,38.9791,-1.302335,-1.483455,-2.41149,4.52715679299,25.387325,40.79695,199.43225,32.3223,1.5896670604785,3.48926098149987,0.2410006875,0.194842875,0.193841125,0.212111,0.310713,0.5927488474575,0.2762250439065,0.365759438343,3.272241773745e-06,0.3549298140885,7.48611645833333,14.90399375,22.4072483333333,4.96852833333333e-06,4.98201604166667,19.81693125,37.2059208333333,115.095541666667,3.871275,26.8595083333333,1.26703958333333,1.95834,7.6,2.05370541666667,0.1222305,0.243600166666667,0.5227700625,2.48641416666667e-07,0.1113989375,0
"101",101,1.8060115965867,39.18798,-1.33426,-1.508775,-2.36667,4.452296918045,25.64685,41.092,199.61625,29.97995,1.502719835339,3.26167688433492,0.230693666666667,0.1939879375,0.193744708333333,0.212111,0.310713,0.5953795715375,0.2003903202131,0.342212160283,3.356057049065e-06,0.3647340624585,7.48736229166667,14.9031066666667,22.4064895833333,4.966419375e-06,4.98233166666667,19.5646895833333,36.7313145833333,113.405291666667,3.796989375,26.5521229166667,1.27503979166667,1.95887270833333,7.6,2.05371395833333,0.122247354166667,0.24359075,0.522759125,2.48640395833333e-07,0.1114025625,0
"102",102,1.61794356463293,39.60808,-1.380665,-1.54396,-2.33952,4.399717207,22.65675,40.586475,199.7995,30.14225,1.3921691643,3.32966321732269,0.2207013125,0.193394583333333,0.193578104166667,0.212111,0.310713,0.572454254635,0.147985600239,0.30887693181,3.3562599034e-06,0.36284920336,7.48824645833333,14.9017410416667,22.4055391666667,4.96411729166667e-06,4.98254729166667,19.31770625,36.2658604166667,111.745604166667,3.724478125,26.249525,1.245011875,1.984495,7.6,2.02722166666667,0.122261166666667,0.243578791666667,0.522753208333333,2.48642958333333e-07,0.111406666666667,0
"103",103,1.19304183463397,39.60808,-1.418985,-1.564545,-2.293895,4.3546412583,20.164425,39.467525,199.73275,37.6894,1.2708816717375,3.50631580180783,0.2112174375,0.193188604166667,0.193450395833333,0.212111,0.310713,0.53443013589,0.1195255809675,0.2587375270125,3.286483172775e-06,0.358185409875,7.489238125,14.90078625,22.4045722916667,4.96159791666667e-06,4.98285625,19.0691708333333,35.8021375,110.115958333333,3.65367625,25.9588895833333,1.21034,2.01218229166667,7.6,1.99892270833333,0.1222754375,0.243569895833333,0.5227434375,2.48643791666667e-07,0.111411083333333,0
"104",104,1.41255978703828,39.60808,-1.459595,-1.597035,-2.366895,4.27861639705,20.740475,38.596475,199.37225,31.20055,1.3048784657525,3.09586674742592,0.201867645833333,0.1932524375,0.193368916666667,0.212111,0.310713,0.4167772825385,0.1780927997006,0.3447127545945,3.507673121675e-06,0.365293809822,7.49023375,14.9002652083333,22.403664375,4.95886041666667e-06,4.983325625,18.81883125,35.3402895833333,108.515791666667,3.58457375,25.6736625,1.20524854166667,2.02122,7.6,1.98980875,0.122288333333333,0.243564270833333,0.522730333333333,2.48642604166667e-07,0.111416729166667,0
"105",105,0.905163739411941,39.60808,-1.5375,-1.65989,-2.15777,4.069227241995,22.200325,38.30845,198.86275,38.9621,0.758401371783,2.61312951701817,0.1960635,0.192804020833333,0.1931908125,0.212111,0.310713,0.16822849341005,0.0675521255469,0.1794908040127,3.17038143443e-06,0.3431270180475,7.490476875,14.8989075,22.4024264583333,4.955940625e-06,4.98357479166667,18.5723145833333,34.8871729166667,106.9445,3.51706604166667,25.3927354166667,1.20357833333333,2.02122,7.6,1.989765625,0.122295166666667,0.243554875,0.5227271875,2.48648041666667e-07,0.111422583333333,0
"106",106,0.891293570656979,39.60808,-1.59116,-1.721195,-2.419515,3.97871709629,22.48325,38.3153,198.46675,42.4687,1.192125550377,2.81710515398724,0.1936718125,0.192407020833333,0.192951625,0.212111,0.310713,0.1581444469009,0.1862521176035,0.446530544697,4.13019741424e-06,0.401194600861,7.490605625,14.8983620833333,22.4013466666667,4.9528775e-06,4.98405020833333,18.3230708333333,34.4307770833333,105.400791666667,3.45108895833333,25.1188770833333,1.199985625,2.02122,7.6,1.98974520833333,0.122298270833333,0.2435515,0.522720104166667,2.48650625e-07,0.111429979166667,0
"107",107,1.15422299828006,39.60808,-1.6386,-1.77733,-2.468275,3.828610401575,23.444275,38.503175,198.07425,34.02335,1.1436178894025,3.21473713719607,0.192267666666667,0.19189475,0.192557729166667,0.212111,0.310713,0.11119332607825,0.17307268534225,0.45014832254,4.368952384625e-06,0.4091985023975,7.49112,14.897745,22.4001172916667,4.94968291666667e-06,4.98444541666667,18.0804770833333,33.9852229166667,103.884020833333,3.38659791666667,24.8495708333333,1.21947791666667,2.02122,7.6,1.98972770833333,0.1223063125,0.243547333333333,0.5227100625,2.48652770833333e-07,0.111436208333333,0
"108",108,1.54373744409464,39.60808,-1.688715,-1.83421,-2.55202,3.66566813135,24.166225,38.83005,197.75425,25.6209,1.1579832162685,3.08833567906941,0.1913696875,0.191299354166667,0.192061625,0.212110958333333,0.310713,0.09441779163125,0.1675742052362,0.468694834909,4.752071990425e-06,0.427291230389,7.491798125,14.8969720833333,22.398835,4.946340625e-06,4.98485104166667,17.8449145833333,33.5506270833333,102.393791666667,3.32356604166667,24.5859041666667,1.2390725,2.02122,7.6,1.98971270833333,0.122316645833333,0.243541520833333,0.5226990625,2.486546875e-07,0.1114425,0
"109",109,1.96330346026588,39.60808,-1.76307,-1.89828,-2.678655,3.47147480812,24.53085,39.161825,197.5205,19.8277,1.1997736602065,2.77979316616272,0.190417541666667,0.190458666666667,0.19144675,0.21211,0.310713,0.0867725700023,0.16299619336925,0.5037182174735,5.182325938825e-06,0.4462812220685,7.49183895833333,14.8950433333333,22.397146875,4.94283708333333e-06,4.98493458333333,17.6189708333333,33.1306875,100.929520833333,3.261991875,24.32475,1.24584354166667,2.02122,7.6,1.98963604166667,0.1223234375,0.2435293125,0.522698833333333,2.48664166666667e-07,0.111448125,0
"110",110,0.918573886543285,39.60808,-1.8438,-1.981525,-2.230925,3.3658163928,24.605525,39.40265,197.376,23.7241,0.25221187404,2.72310289204513,0.190367041666667,0.189949083333333,0.190926770833333,0.212110458333333,0.310713,0.0202092490188,-0.031774487949,0.0154180986003,2.6961154641e-06,0.24835639689,7.491266875,14.892354375,22.395245,4.93913354166667e-06,4.98490895833333,17.3996833333333,32.7217083333333,99.4909791666667,3.20187708333333,24.0717354166667,1.23896166666667,2.02122,7.6,1.98951791666667,0.1223250625,0.24351275,0.522707104166667,2.48679020833333e-07,0.111454729166667,0
"111",111,1.63734480801332,39.60808,-1.85494,-1.99185,-2.700255,3.3230861579,24.78025,39.566075,197.33225,23.2082,1.126285884589,3.03676275890752,0.190171770833333,0.189697270833333,0.1905374375,0.212111,0.310713,0.09650845738535,0.1313303215002,0.410329690409,5.63938291971e-06,0.488112261186,7.49123645833333,14.8904116666667,22.3933277083333,4.93523208333333e-06,4.98496604166667,17.1790354166667,32.3126583333333,98.0779229166667,3.14315729166667,23.8235041666667,1.24620458333333,2.02122,7.6,1.98943104166667,0.122331208333333,0.243501166666667,0.522706854166667,2.48689833333333e-07,0.111460625,0
"112",112,2.38699626804278,39.60808,-1.92076,-2.05973,-2.809985,3.14284783995,24.79465,39.7391,197.27975,16.2447,1.1651122064225,2.47016625587275,0.1892535625,0.189156770833333,0.190064375,0.212111,0.310713,0.0834852749675,0.14318337590375,0.4384106289675,5.911720374525e-06,0.5000273682425,7.49076229166667,14.8878116666667,22.3912072916667,4.93111104166667e-06,4.98493541666667,16.9667020833333,31.91593125,96.6898979166667,3.08582708333333,23.58306875,1.24957291666667,2.02122,7.6,1.98931375,0.122334208333333,0.2434859375,0.522712458333333,2.48704541666667e-07,0.111467208333333,0
"113",113,2.55439268483883,39.60808,-1.98302,-2.12343,-2.732855,2.95548413391,24.58845,39.778125,197.24225,13.3337,0.9281600267445,2.28953271553789,0.188641291666667,0.188656666666667,0.189600458333333,0.212111,0.310713,0.04259017507635,0.07566617855115,0.308714620929,5.94369177105e-06,0.501182988537,7.48962916666667,14.8844135416667,22.3887908333333,4.92676020833333e-06,4.98472104166667,16.7616020833333,31.5301979166667,95.32645625,3.02986395833333,23.3490270833333,1.24317625,2.02122,7.6,1.9891475,0.122331979166667,0.2434666875,0.522727020833333,2.48725291666667e-07,0.111474125,0
"114",114,1.39487165809261,39.60808,-2.035995,-2.177365,-2.61514,2.840585945965,24.594375,39.738575,197.20075,19.6814,0.6482634351925,2.68788632052456,0.1883178125,0.188368770833333,0.1892393125,0.212111,0.310713,0.008875955517865,0.01464874901363,0.15017135895545,5.597564306225e-06,0.474561186786,7.48856395833333,14.881044375,22.386295625,4.922206875e-06,4.98452708333333,16.5588645833333,31.1503895833333,93.9869916666667,2.97521833333333,23.12028125,1.238645,2.02122,7.6,1.98898125,0.122330375,0.243447520833333,0.522740458333333,2.48746125e-07,0.111481291666667,0
"115",115,2.03620282342688,39.60808,-2.06782,-2.209665,-2.80139,2.728918515795,24.40715,39.72325,197.115,13.8135,0.9047491645195,2.18774239746896,0.1880464375,0.188103979166667,0.188918791666667,0.212111,0.310713,0.04004368345045,0.0750650420201,0.2666664976855,6.3117009751e-06,0.522968180889,7.48737604166667,14.8773972916667,22.3837002083333,4.91745458333333e-06,4.98433854166667,16.3612541666667,30.7800541666667,92.6711,2.92185083333333,22.89919375,1.23750625,2.021343125,7.6,1.98880625,0.122328333333333,0.243426791666667,0.522755458333333,2.48767979166667e-07,0.1114891875,0
"116",116,2.57451466964283,39.60808,-2.10936,-2.25193,-2.7634,2.59844117675,23.2769,39.4513,196.9585,11.9738,0.756191932898,2.03591540359234,0.187746104166667,0.1877983125,0.188596979166667,0.212111,0.310713,0.020009728372085,0.0360989998084,0.1832577793164,6.2549246727e-06,0.5168188270805,7.48531395833333,14.87261625,22.3807795833333,4.91244833333333e-06,4.98394479166667,16.1717958333333,30.4237875,91.3787479166667,2.86978020833333,22.6843520833333,1.22117770833333,2.027575625,7.6,1.98276395833333,0.122319291666667,0.24339975,0.522782708333333,2.487978125e-07,0.111497979166667,0
"117",117,2.2441583962035,39.60808,-2.147915,-2.290475,-2.78987,2.52055923421,20.668925,38.654575,196.66325,11.80085,0.7744579825695,1.95421326372286,0.18760225,0.187651333333333,0.1883621875,0.212111,0.310713,0.02322846534975,0.04258881452605,0.17231251166185,6.524317958755e-06,0.5363217381975,7.48330979166667,14.8677820833333,22.3776964583333,4.90721229166667e-06,4.98351083333333,15.9831,30.0729166666667,90.1094604166667,2.81893395833333,22.4712958333333,1.18008291666667,2.04852,7.6,1.96182354166667,0.122310958333333,0.243372395833333,0.522809729166667,2.48828416666667e-07,0.1115065625,0
"118",118,1.40476465041798,39.60808,-2.15707,-2.299615,-2.767575,2.49552754839,21.467375,37.967425,196.19125,18.7645,0.76682454821,2.61585625292299,0.187633,0.187668958333333,0.188241041666667,0.212111,0.310713,0.02353944189665,0.0419596322812,0.1381185974316,6.84682986429e-06,0.5631985800945,7.4823125,14.86415625,22.3746183333333,4.9017725e-06,4.98318541666667,15.7884895833333,29.7164166666667,88.8626145833333,2.76926166666667,22.2641083333333,1.17450666666667,2.04852,7.6,1.96163708333333,0.122311125,0.243352729166667,0.522822270833333,2.48852020833333e-07,0.111513458333333,0
"119",119,1.27812906248563,39.60808,-2.16469,-2.307225,-2.726655,2.48968744514,22.358075,37.755025,195.592,18.7546,0.674218650034,2.5329688397809,0.187645625,0.187685208333333,0.18817375,0.212111,0.310713,0.016699430451345,0.02915820226465,0.08584244990675,6.578182122735e-06,0.542511202987,7.48154104166667,14.8608241666667,22.3716020833333,4.89613875e-06,4.98300854166667,15.5949166666667,29.3634354166667,87.63769375,2.72077666666667,22.0633270833333,1.18704604166667,2.04852,7.6,1.96147083333333,0.122313395833333,0.243334729166667,0.522830479166667,2.48873229166667e-07,0.111521125,0
"120",120,1.37828983540499,39.60808,-2.16802,-2.31055,-2.591815,2.501100114865,22.926825,37.772275,195.00325,14.42295,0.3929027148308,2.59273672524287,0.18790025,0.187722666666667,0.188146729166667,0.212111,0.310713,0.00872393515098,-0.0086688027323,-0.0107948272646,4.829439387415e-06,0.4036374932265,7.48081333333333,14.857558125,22.368455625,4.890295e-06,4.98281708333333,15.4042645833333,29.01511875,86.4344875,2.67341770833333,21.86781875,1.196536875,2.04852,7.6,1.96130229166667,0.122316145833333,0.243317541666667,0.522837270833333,2.48894625e-07,0.111528729166667,0
"121",121,2.23056011083663,39.60808,-2.15809,-2.299615,-2.84554,2.48181149315,23.17035,37.86965,194.44925,13.21595,0.861147204388,2.26272419009329,0.187818958333333,0.187596854166667,0.188060875,0.212111,0.310713,0.0509041608884,0.0682221368724,0.1680450373533,6.93531228131e-06,0.573969416438,7.47969708333333,14.8537264583333,22.365109375,4.88424083333333e-06,4.9825225,15.2203333333333,28.6770875,85.2526604166667,2.62716625,21.6791375,1.20390833333333,2.04852,7.6,1.961105625,0.122316291666667,0.243297375,0.522849479166667,2.48919583333333e-07,0.11153675,0
"122",122,2.17184686034773,39.60808,-2.194055,-2.336005,-2.819945,2.40297365763,23.20355,37.9361,193.92775,12.6065,0.7661438581215,2.16805400657095,0.187406833333333,0.187369604166667,0.187911854166667,0.212111,0.310713,0.027905429949,0.04280215266695,0.12745225953755,6.86698222652e-06,0.5679763340245,7.47797375,14.8491304166667,22.3614604166667,4.87796333333333e-06,4.98204458333333,15.0428791666667,28.3495520833333,84.0917666666667,2.58201479166667,21.4970875,1.20195125,2.04852,7.6,1.96086291666667,0.122311583333333,0.243273270833333,0.522869958333333,2.48950354166667e-07,0.111544958333333,0
"123",123,2.47253041558101,39.60808,-2.21421,-2.35604,-2.84246,2.338864697695,23.1625,37.9585,193.433,11.0346,0.7640244774195,2.04453050224179,0.187200645833333,0.1872196875,0.187777166666667,0.212111,0.310713,0.0232226127881,0.039473914331,0.12625312869575,6.977323964925e-06,0.5750671396635,7.47601375,14.8442308333333,22.3576122916667,4.87140708333333e-06,4.98150666666667,14.8700083333333,28.0294229166667,82.9519270833333,2.53801333333333,21.31939375,1.19929333333333,2.04852,7.6,1.96060145833333,0.122305229166667,0.243247854166667,0.522893125,2.48983541666667e-07,0.111553541666667,0
"124",124,2.47959856027624,39.60808,-2.23376,-2.37547,-2.834225,2.28584793797,23.111125,37.93215,192.958,10.5514,0.713112331976,2.02124028962161,0.187052541666667,0.1870903125,0.187648958333333,0.212111,0.310713,0.01567922690727,0.0269004095569,0.0988479128372,6.94360203192e-06,0.57167759238,7.47398166666667,14.8392604166667,22.3535672916667,4.86455895833333e-06,4.98090916666667,14.6996166666667,27.7139020833333,81.8328666666667,2.495130625,21.1472625,1.19579833333333,2.04852,7.6,1.96033020833333,0.1222984375,0.243222770833333,0.522916520833333,2.49017979166667e-07,0.111561979166667,0
"125",125,2.74184564974685,39.60808,-2.250205,-2.391745,-2.889475,2.230622640755,22.93065,37.868375,192.473,9.679515,0.7793469450295,1.79818121486673,0.186929416666667,0.186969979166667,0.187525583333333,0.212111,0.310713,0.0227705018823,0.04081377881205,0.1267409759022,7.189156259535e-06,0.5890149078335,7.47171229166667,14.833985625,22.3493285416667,4.857465625e-06,4.980246875,14.533825,27.4056625,80.7338416666667,2.453295625,20.9831625,1.191403125,2.04852,7.6,1.960040625,0.1222901875,0.243196395833333,0.522942520833333,2.49054854166667e-07,0.111570666666667,0
"126",126,2.63556353454257,39.60808,-2.267115,-2.408245,-2.894385,2.1847875474,22.770325,37.7473,191.97,9.925765,0.7632877261935,1.8709959507948,0.186829604166667,0.186865958333333,0.187410875,0.212111,0.310713,0.020280557527515,0.03551221035075,0.11239151659515,7.275308441775e-06,0.5950960772895,7.46918291666667,14.8284066666667,22.3449102083333,4.85015479166667e-06,4.97951125,14.3720958333333,27.10411875,79.6541395833333,2.41243708333333,20.8253291666667,1.18561354166667,2.04877333333333,7.6,1.95973041666667,0.122279791666667,0.243168625,0.522971770833333,2.4909425e-07,0.111579604166667,0
"127",127,2.31581486235371,39.60808,-2.28102,-2.420845,-2.864565,2.16691173824,21.15605,37.33455,191.43375,10.7113,0.702774474574,1.91562638598818,0.186783291666667,0.186820625,0.187332541666667,0.212111,0.310713,0.01416440725893,0.0237966706708,0.07427270099785,7.21156800334e-06,0.590533163848,7.46684104166667,14.8230870833333,22.3403914583333,4.84265104166667e-06,4.97876895833333,14.2100416666667,26.8034479166667,78.5933020833333,2.37252333333333,20.6719541666667,1.16203791666667,2.06109354166667,7.6,1.94786020833333,0.122271104166667,0.243142979166667,0.522997645833333,2.49132708333333e-07,0.111587958333333,0
"128",128,0.911274389576547,39.60808,-2.286995,-2.42673,-2.718635,2.236275786835,19.225475,36.54595,190.791,20.78925,0.5305542736885,2.64805603899507,0.187011479166667,0.1870446875,0.187405395833333,0.212111,0.310713,-0.003523997765325,-0.00957004210021,-0.04105744274985,7.09397459104e-06,0.5846989633815,7.46510541666667,14.8185791666667,22.33593,4.83494854166667e-06,4.97818770833333,14.0447208333333,26.49964375,77.55106875,2.33354270833333,20.5239541666667,1.128184375,2.0806725,7.6,1.92902270833333,0.122267166666667,0.243122104166667,0.523014333333333,2.491664375e-07,0.1115961875,0
"129",129,1.22489628509856,39.60808,-2.23597,-2.37609,-2.827875,2.33607902081,19.95235,35.925025,190.01275,19.3121,0.7918715593665,2.70675016076098,0.203829979166667,0.189380104166667,0.1876673125,0.212114791666667,0.310713,0.03742683325605,0.06561820712955,0.07727280917035,7.41848845377e-06,0.611546925861,7.46465520833333,14.8158064583333,22.33186,4.82704291666667e-06,4.97809083333333,13.874025,26.1889479166667,76.5273645833333,2.295478125,20.3771854166667,1.12932270833333,2.08737020833333,7.6,1.9225325,0.122273041666667,0.243110833333333,0.523010645833333,2.49188041666667e-07,0.111605145833333,0
"130",130,1.37491126081566,39.60808,-1.6545,-1.81059,-2.626385,3.86466553563,21.60705,35.749825,189.1325,32.9519,1.517617774618,3.78156620504514,0.253639645833333,0.194022041666667,0.188518041666667,0.212128,0.310713,0.838179317635,0.487635498189,-0.329038545423,5.83799958758e-06,0.520836285774,7.46470166666667,14.8135114583333,22.3279658333333,4.81893520833333e-06,4.97827375,13.7083270833333,25.88491875,75.5221354166667,2.25829895833333,20.2374416666667,1.164804375,2.08738,7.6,1.92239145833333,0.122282958333333,0.243101291666667,0.5229998125,2.49205270833333e-07,0.111615604166667,0
"131",131,1.75986605537731,39.60808,-1.677405,-1.84191,-2.63808,3.90122505321,23.174725,36.062325,188.2475,25.95455,1.482208146666,3.57807313274843,0.238331104166667,0.191472291666667,0.1893919375,0.212128,0.310713,0.8172291631425,0.2296960635685,-0.07226364842765,5.55284161391e-06,0.507539575668,7.465395625,14.8115941666667,22.324415,4.8106075e-06,4.97891020833333,13.5506354166667,25.5910854166667,74.535725,2.2220125,20.0992,1.20286020833333,2.08738,7.6,1.922308125,0.122298875,0.243091208333333,0.522980479166667,2.492160625e-07,0.111629458333333,0
"132",132,1.03284548875977,39.60808,-1.6779,-1.836055,-2.39511,3.97427948926,24.12825,36.587775,187.5375,33.59765,1.098037560784,3.28248737968885,0.225457041666667,0.191113375,0.190027375,0.212128,0.310713,0.728987552477,0.0717314928872,-0.1768436499342,4.93300318296e-06,0.474157990592,7.4659625,14.8096110416667,22.3207579166667,4.80208458333333e-06,4.9795275,13.3948375,25.3005020833333,73.567375,2.186565625,19.9647645833333,1.21713041666667,2.08738,7.6,1.92221458333333,0.122313416666667,0.243081125,0.5229620625,2.49228166666667e-07,0.1116431875,0
"133",133,1.03644307030509,39.60808,-1.632085,-1.78159,-2.40468,4.157755302005,24.3938,37.080175,187.06775,38.08965,1.2845841835895,3.55621418772952,0.216567,0.191711291666667,0.190691958333333,0.212128,0.310713,0.7164269156975,0.13974925420485,-0.04734019636245,4.812774652925e-06,0.4757427828655,7.4664825,14.80805625,22.317309375,4.79342875e-06,4.980438125,13.2365833333333,25.0082104166667,72.6160291666667,2.15186958333333,19.8351791666667,1.22204604166667,2.08738,7.6,1.92214270833333,0.122325833333333,0.243073458333333,0.522940916666667,2.492375e-07,0.111659604166667,0
"134",134,0.651042232037076,39.60808,-1.61872,-1.742485,-2.150925,4.30293247652,24.29625,37.5734,186.7705,47.1316,0.8701561180885,1.72284337199197,0.211079520833333,0.192586354166667,0.1913275625,0.212128916666667,0.310713,0.581666814659,0.09038506310455,-0.2112059533666,3.729999328855e-06,0.4093057058275,7.4667625,14.80639875,22.3136097916667,4.78468125e-06,4.98110875,13.07869375,24.71745,71.6809875,2.11790104166667,19.7048958333333,1.21794083333333,2.08738,7.6,1.92205145833333,0.122336541666667,0.243067041666667,0.5229218125,2.492493125e-07,0.111674479166667,0
"135",135,1.17875627580771,39.60808,-1.548795,-1.676875,-2.330335,4.349287951305,24.63305,37.702325,186.62025,34.1853,1.1781139703865,3.77403505485688,0.205572625,0.1926889375,0.191777645833333,0.212129,0.310713,0.556696924803,0.1507110519225,0.06244353106155,3.886725419175e-06,0.4082583922155,7.46678520833333,14.804515625,22.30933625,4.775879375e-06,4.98124854166667,12.92191875,24.4285229166667,70.7614979166667,2.08456729166667,19.5816041666667,1.21910145833333,2.08738,7.6,1.92191604166667,0.122345958333333,0.243062229166667,0.522906979166667,2.49266895833333e-07,0.111684541666667,0
"136",136,1.96941860916596,39.60808,-1.61261,-1.73034,-2.722155,4.05209316801,25.53385,38.042925,186.467,24.25105,1.575935652489,3.55472552855813,0.197010333333333,0.191800770833333,0.1917119375,0.212129,0.310713,0.370520206658,0.266488368709,0.489487242519,4.81133553693e-06,0.449433572466,7.46766395833333,14.8032314583333,22.3057975,4.76702229166667e-06,4.98216145833333,12.77160625,24.1487416666667,69.8568770833333,2.05188125,19.4557395833333,1.24645104166667,2.08738,7.6,1.92185916666667,0.12236225,0.243056354166667,0.5228809375,2.4927425e-07,0.111700270833333,0
"137",137,2.03903496697334,39.60808,-1.73356,-1.86306,-2.683375,3.69482604514,25.779525,38.3962,186.387,21.08675,1.326470268188,3.16789496351084,0.192271291666667,0.190587541666667,0.191212270833333,0.212129,0.310713,0.183259261598,0.1830675371636,0.474244976276,5.31831559648e-06,0.485892544124,7.4675275,14.800639375,22.3014429166667,4.75808875e-06,4.98228104166667,12.6277041666667,23.8781895833333,68.9664833333333,2.01984541666667,19.3344208333333,1.25324729166667,2.08738,7.6,1.92170875,0.122372166666667,0.243046270833333,0.522869895833333,2.492938125e-07,0.111711458333333,0
"138",138,2.4557777378161,39.60808,-1.84133,-1.9765,-2.771925,3.42045638261,25.73045,38.648075,186.3955,16.1114,1.2529142264945,2.69237117635674,0.190151625,0.189664479166667,0.190608833333333,0.212129,0.310713,0.1112610879515,0.1583096244295,0.4848131453085,5.625712338495e-06,0.4985251503515,7.46651479166667,14.7971166666667,22.2966685416667,4.74906145833333e-06,4.98202104166667,12.4886791666667,23.6150291666667,68.0900208333333,1.98842770833333,19.2148895833333,1.24885958333333,2.08738,7.6,1.92149375,0.122375166666667,0.243032583333333,0.522870666666667,2.49321625e-07,0.111721395833333,0
"139",139,2.37909978378193,39.60808,-1.926965,-2.06471,-2.75244,3.18243203325,25.419475,38.71795,186.40925,15.28605,1.09615340856,2.55118398654226,0.189106520833333,0.188999895833333,0.190027541666667,0.212129,0.310713,0.0650597059529,0.1058958484359,0.402198450293,5.974838144655e-06,0.52299272428,7.46492729166667,14.79285875,22.2915670833333,4.73987854166667e-06,4.98151729166667,12.3544541666667,23.3598770833333,67.2277729166667,1.95770604166667,19.10256875,1.24000916666667,2.08738,7.6,1.92123458333333,0.1223739375,0.243015479166667,0.522879479166667,2.493553125e-07,0.111730833333333,0
"140",140,2.22194269344606,39.60808,-1.99094,-2.130025,-2.870025,2.993150346315,25.301075,38.6908,186.41575,16.55805,1.163389301179,2.68378736578966,0.188471479166667,0.188486854166667,0.189498145833333,0.212129,0.310713,0.0668304509905,0.12171015620375,0.4283043812315,6.37365497964e-06,0.5465385724715,7.46333729166667,14.7886016666667,22.2862870833333,4.73047229166667e-06,4.98093729166667,12.2196583333333,23.1066979166667,66.3801291666667,1.92772333333333,18.98814375,1.23691979166667,2.08738458333333,7.6,1.92096791666667,0.122372770833333,0.2429990625,0.522888229166667,2.49389916666667e-07,0.111739708333333,0
"141",141,1.87144079000968,39.60808,-2.05995,-2.19992,-2.829855,2.835326811285,25.45565,38.6605,186.3855,17.47545,1.039701256013,2.8906469988189,0.188057791666667,0.188110666666667,0.18903825,0.212129,0.310713,0.04757547714755,0.0884404666626,0.3332927306695,6.669319969365e-06,0.570385692452,7.46218,14.7847997916667,22.2810479166667,4.72086479166667e-06,4.98049166666667,12.08434375,22.8546125,65.5466833333333,1.89846083333333,18.8771479166667,1.23852479166667,2.08768479166667,7.6,1.92052083333333,0.122375333333333,0.242985041666667,0.522890541666667,2.49421354166667e-07,0.1117488125,0
"142",142,2.0516831800585,39.60808,-2.100495,-2.240885,-2.842035,2.73675866967,25.0137,38.5596,186.2955,14.88835,0.979392971631,2.71775063684137,0.187843458333333,0.187909895833333,0.188717125,0.212129,0.310713,0.0447903402096,0.08476838108355,0.28431722517,6.646472131875e-06,0.565509495165,7.46102604166667,14.7808297916667,22.275838125,4.711094375e-06,4.98016770833333,11.9538,22.6101333333333,64.726975,1.86982479166667,18.7739375,1.23305854166667,2.09173854166667,7.6,1.91654541666667,0.122378125,0.2429691875,0.522892979166667,2.49452375e-07,0.1117594375,0
"143",143,2.88905918514845,39.60808,-2.133635,-2.27422,-2.882665,2.62941886268,24.5942,38.359525,186.1205,10.25977,0.9639781506745,2.32331417748694,0.187626270833333,0.187691854166667,0.188439708333333,0.212129,0.310713,0.0445263340517,0.08452901542565,0.26853229709,6.702612595395e-06,0.5663835907315,7.45952104166667,14.77626125,22.2704520833333,4.70117770833333e-06,4.97973083333333,11.8297479166667,22.3755479166667,63.92061875,1.84179875,18.6703375,1.22409041666667,2.09500770833333,7.6,1.91326645833333,0.122378666666667,0.242949833333333,0.522900979166667,2.494871875e-07,0.111770354166667,0
"144",144,3.08394875482999,39.60808,-2.16253,-2.30356,-2.856525,2.50551927156,23.763675,38.0521,185.84375,9.365775,0.866163421146,1.73079663327267,0.1873908125,0.187438729166667,0.188163416666667,0.212129,0.310713,0.0294605663817,0.053797136395,0.2044933170543,6.86181796774e-06,0.578404222048,7.45700020833333,14.7704566666667,22.2646283333333,4.69112104166667e-06,4.9789225,11.71220625,22.1519395833333,63.1273645833333,1.81438791666667,18.5694104166667,1.205496875,2.09725791666667,7.6,1.91084416666667,0.122371395833333,0.242924479166667,0.522923,2.49531458333333e-07,0.111780833333333,0
