"","DAY","DCAN (kPa)","PLC","YSOIL (MPa)","YPD (MPa)","YMD (MPa)","ECRIT (mmol s-1)","Leaf NSC (gC m-2)","Stem NSC (gC m-2)","Root NSC (gC m-2)","GS (mmol m-2 s-1)","EC (mmol s-1)","GPP (mmol m-2 s-1)","theta0","theta1","theta2","theta3","theta4","RHIZF0 (mmol s-1)","RHIZF1 (mmol s-1)","RHIZF2 (mmol s-1)","RHIZF3 (mmol s-1)","RHIZF4 (mmol s-1)","FinRootC0 (gC m-2 grd)","FinRootC1 (gC m-2 grd)","FinRootC2 (gC m-2 grd)","FinRootC3 (gC m-2 grd)","FinRootC4 (gC m-2 grd)","MicrobN0 (gN m-2 grd)","MicrobN1 (gN m-2 grd)","MicrobN2 (gN m-2 grd)","MicrobN3 (gN m-2 grd)","MicrobN4 (gN m-2 grd)","PlantN (gN m-2 grd)","LAI (m2 m-2)","SLA (m-2 kgC)","RLA (m2 m-2)","RA0 (m2 m-2","RA1 (m2 m-2)","RA3 (m2 m-2)","RA4 (m2 m-2)","RA4 (m2 m-2)","Reproduction (gC m-2)"
"96",96,1.44287176274424,65.68714,-1.615145,-1.84741,-2.57262,2.105383571875,23.460925,44.9294,198.42725,17.8513,0.8201965054175,2.54009662854239,0.287320020833333,0.219484229166667,0.187384291666667,0.212109,0.310713,0.4094402505445,0.6111425715925,-0.203315995614,6.707221743635e-06,0.002922521156495,9.92690875,14.8796095833333,24.8984952083333,4.97919604166667e-05,0.00564756208333333,23.7892479166667,39.1428395833333,124.892041666667,4.18683458333333,0.3732448125,1.098616875,1.95834,7.6,1.962311875,0.161978541666667,0.2546124375,0.582781458333333,2.602218125e-07,0.000627346229166667,0
"97",97,1.81876546859937,65.68714,-1.589115,-1.8003,-2.55484,2.166588215795,24.30065,45.431225,197.574,16.1702,0.836927298641,2.30046053470131,0.280266208333333,0.214448354166667,0.187922729166667,0.212109,0.310713,0.399096658197,0.5851016079115,-0.15012338541515,6.491402569185e-06,0.002845788971965,9.92486416666667,14.8762725,24.89756625,4.9788975e-05,0.00577842416666667,23.4890833333333,38.6427229166667,123.0339375,4.105105,0.368348145833333,1.13557104166667,1.95834,7.6,1.96216125,0.16196575,0.254590520833333,0.5828143125,2.60241770833333e-07,0.000629128020833333,0
"98",98,1.84111616706704,65.68714,-1.585155,-1.77014,-2.626155,2.211054545885,24.8081,45.9723,196.87625,16.2905,0.8714556473435,2.2438537733212,0.2736863125,0.209740916666667,0.188338416666667,0.212109,0.310713,0.378084069288,0.5435667789025,-0.0528736231322,6.115270684865e-06,0.002671607262015,9.92295,14.873065625,24.89649125,4.97855333333333e-05,0.00589901666666667,23.19255625,38.1469104166667,121.209791666667,4.02531791666667,0.3635315625,1.156355,1.95834,7.6,1.96201270833333,0.1619541875,0.254569875,0.5828449375,2.60261479166667e-07,0.000630768416666667,0
"99",99,1.58415287186021,65.68714,-1.59781,-1.745655,-2.49903,2.24339711878,25.338725,46.5158,196.32975,16.62615,0.774970374457,2.32087161187385,0.267282729166667,0.205387229166667,0.18870125,0.212109,0.310713,0.360209409231,0.498254822328,-0.0860752442805,5.78037637347e-06,0.00257601153187,9.92135083333333,14.870205,24.895273125,4.97816666666667e-05,0.00603549125,22.8984875,37.6539583333333,119.418895833333,3.94741625,0.358828145833333,1.16912708333333,1.95834,7.6,1.9618775,0.161945666666667,0.254551791666667,0.582869645833333,2.60279416666667e-07,0.000632616208333333,0
"100",100,1.63198060206438,65.68714,-1.62215,-1.74999,-2.62565,2.210947970055,25.73065,47.056325,195.87175,15.623,0.8214478778865,2.39708185659015,0.261382145833333,0.201661729166667,0.188991729166667,0.212109,0.310713,0.359081497152,0.427695906684,0.03213324680325,5.791873316175e-06,0.002531342431125,9.91912479166667,14.8667558333333,24.8939358333333,4.97773833333333e-05,0.00618360291666667,22.61538125,37.1738645833333,117.6605625,3.87132541666667,0.354222854166667,1.17567104166667,1.95834,7.6,1.961710625,0.161932104166667,0.254530666666667,0.582902333333333,2.603015e-07,0.000634624541666667,0
"101",101,1.87467520434156,65.68714,-1.65452,-1.77922,-2.56789,2.167119179355,26.132375,47.5869,195.53525,14.376,0.757890492725,2.12852816630969,0.255358125,0.198487770833333,0.189188375,0.212109,0.310713,0.3650581672035,0.353913250372,0.03627396423226,5.888191303365e-06,0.00264022485764,9.91679854166667,14.8632175,24.8924729166667,4.9772725e-05,0.00634369625,22.33799375,36.7014166666667,115.933979166667,3.79703729166667,0.349678458333333,1.18102291666667,1.95834,7.6,1.96153625,0.161917770833333,0.254509375,0.582935770833333,2.603246875e-07,0.000636810666666667,0
"102",102,1.67496421807868,65.68714,-1.70264,-1.82246,-2.54512,2.110462233735,26.35595,48.0373,195.289,14.587,0.695780043347,2.26042324798869,0.249415479166667,0.195983583333333,0.189287729166667,0.212109,0.310713,0.364339085691,0.2798181750765,0.04897060475345,5.89632221479e-06,0.00264546072531,9.91428375,14.8595085416667,24.8908672916667,4.97676333333333e-05,0.00649723833333333,22.0674375,36.2373020833333,114.238583333333,3.724516875,0.345250333333333,1.182734375,1.95834,7.6,1.96134875,0.161902125,0.254487520833333,0.582971270833333,2.60349604166667e-07,0.000638893416666667,0
"103",103,1.23473152133494,65.68714,-1.746515,-1.860175,-2.52652,2.06507480265,26.613625,48.45395,195.14725,18.85885,0.65206913716,2.4559213144323,0.243128229166667,0.19400775,0.189385291666667,0.212109,0.310713,0.368739714524,0.217450707158,0.0631837390233,5.99374002684e-06,0.00269058976199,9.91228625,14.8563152083333,24.8891229166667,4.97620729166667e-05,0.00669855,21.7947916666667,35.7743083333333,112.573895833333,3.65371270833333,0.340897208333333,1.18423541666667,1.95838770833333,7.6,1.96118354166667,0.161890791666667,0.2544690625,0.582998270833333,2.60371520833333e-07,0.000641595875,0
"104",104,1.45103936383147,65.68714,-1.79097,-1.896305,-2.57512,2.02157979773,26.551175,48.8076,195.09475,15.7262,0.6634584871925,2.16416684633698,0.236283854166667,0.192427208333333,0.1894488125,0.212109,0.310713,0.3761251252725,0.1728262572671,0.11175625116455,6.17961231981e-06,0.002745099054795,9.91089625,14.8536552083333,24.88724375,4.97560229166667e-05,0.00693549520833333,21.5195645833333,35.3126958333333,110.939458333333,3.584596875,0.336625708333333,1.184985625,1.960651875,7.6,1.95875958333333,0.161885125,0.254454,0.583015791666667,2.603899375e-07,0.000644795354166667,0
"105",105,0.9193667986291,65.68714,-1.83635,-1.931255,-2.359715,1.97483457016,26.63245,49.05965,195.066,21.04385,0.406049505925,2.08365939228068,0.229813125,0.191424416666667,0.189474208333333,0.212109,0.310713,0.3307238111965,0.079398684774,-0.00657733150033,5.407483047695e-06,0.00249769135423,9.90936479166667,14.8507789583333,24.8852154166667,4.97495770833333e-05,0.00716043625,21.248725,34.8595125,109.334125,3.517099375,0.332451125,1.18198770833333,1.96168,7.6,1.957553125,0.161878541666667,0.254437875,0.583035458333333,2.60410208333333e-07,0.000647794041666667,0
"106",106,0.923626466632099,65.68714,-1.85973,-1.94812,-2.58077,1.97371792627,26.607225,49.2694,195.1555,22.13635,0.636316992912,2.16799695262246,0.2240701875,0.190937666666667,0.189534,0.212109,0.310713,0.374581405397,0.118579224185,0.1403675367046,6.27857238614e-06,0.00278175475819,9.90886583333333,14.849275,24.8831414583333,4.97428125e-05,0.007504795,20.9732458333333,34.4031770833333,107.757145833333,3.45113541666667,0.328368479166667,1.177156875,1.96168,7.6,1.95746166666667,0.161879895833333,0.254430833333333,0.583036458333333,2.60422395833333e-07,0.0006523918125,0
"107",107,1.191002759112,65.68714,-1.890505,-1.960035,-2.59377,1.9384012485325,26.98205,49.49615,195.2315,17.5249,0.598524105325,2.26539941367287,0.217850125,0.1904141875,0.189505479166667,0.212109,0.310713,0.35640045213,0.09578269266425,0.14364943397025,6.0807844261e-06,0.00268480779775,9.90805270833333,14.847259375,24.8809408333333,4.97357541666667e-05,0.00777476458333333,20.7054229166667,33.95755625,106.2079375,3.38666125,0.3243309375,1.18056020833333,1.96168,7.6,1.957345625,0.161879520833333,0.2544210625,0.583043125,2.60437791666667e-07,0.000656020520833333,0
"108",108,1.58488379613245,65.68714,-1.93612,-1.98548,-2.64175,1.895068165782,27.130425,49.7358,195.32325,12.91475,0.5859360651545,2.00556735784106,0.2116485,0.189889395833333,0.189388041666667,0.212109,0.310713,0.343082659974,0.0821825489009,0.15803661028335,6.00916463019e-06,0.00262873366618,9.90674270833333,14.844761875,24.8786160416667,4.97283708333333e-05,0.00800816541666667,20.4457375,33.52285625,104.6859375,3.32364125,0.3203614375,1.18670041666667,1.96168,7.6,1.95720270833333,0.1618754375,0.254408854166667,0.583056395833333,2.60456854166667e-07,0.0006591815625,0
"109",109,2.01754266859144,65.68714,-1.999435,-2.022585,-2.73808,1.839944534243,26.984775,49.903175,195.4085,9.84025,0.600274906597,1.66439229114443,0.205952875,0.18938725,0.189192395833333,0.212109,0.310713,0.329858366912,0.0804156183637,0.18742553041185,5.95765982841e-06,0.00256945682885,9.90446666666667,14.84130875,24.8761477083333,4.97206458333333e-05,0.00816789208333333,20.19749375,33.10271875,103.190708333333,3.262064375,0.316526145833333,1.18923541666667,1.96168,7.6,1.95700708333333,0.161863541666667,0.254391458333333,0.583083270833333,2.60482916666667e-07,0.000661377541666667,0
"110",110,0.946190713287978,65.68714,-2.07075,-2.075235,-2.333835,1.775173129122,26.7223,49.9491,195.48175,10.148345,0.109422337489,1.63164813708522,0.201933583333333,0.189105208333333,0.189024395833333,0.2121094375,0.310713,0.1237942046864,-0.002448602135366,-0.01310543646152,2.58402569128e-06,0.001179698699274,9.90164125,14.8372891666667,24.8735241666667,4.97124833333333e-05,0.00830211916666667,19.9568958333333,32.6936833333333,101.722,3.20193166666667,0.312754604166667,1.18393708333333,1.96168,7.6,1.95677833333333,0.1618473125,0.254370958333333,0.583118270833333,2.60513333333333e-07,0.0006632283125,0
"111",111,1.69411504230432,65.68714,-2.10983,-2.11462,-2.779085,1.6791362786215,26.69125,49.9279,195.592,10.922,0.535328646238,1.82518499274682,0.198530020833333,0.188841583333333,0.188851270833333,0.21211,0.310713,0.252862493367,0.0774932047117,0.2021808891446,6.259691118125e-06,0.002785340262815,9.899511875,14.8339445833333,24.870774375,4.97038604166667e-05,0.008459149375,19.7134333333333,32.2846875,100.279229166667,3.14318791666667,0.3090616875,1.180285,1.96168,7.6,1.95658125,0.161837208333333,0.254354854166667,0.5831423125,2.605396875e-07,0.000665371166666667,0
"112",112,2.45644575642883,65.68714,-2.19357,-2.19818,-2.894355,1.564412305057,26.426975,49.901525,195.652,7.53624,0.545788697974,1.33177300893212,0.194807416666667,0.188400166666667,0.188598145833333,0.21211,0.310713,0.20501099188,0.08861358121675,0.24930272399,6.499066982875e-06,0.00285386804569,9.896709375,14.82995875,24.8678404166667,4.96947666666667e-05,0.00859922375,19.4795604166667,31.8879,98.8620583333333,3.08585041666667,0.305437125,1.17925875,1.96168,7.6,1.95634708333333,0.161821833333333,0.254335708333333,0.583174875,2.605708125e-07,0.000667327375,0
"113",113,2.60788343296658,65.68714,-2.279245,-2.28361,-2.835495,1.438376347675,26.05655,49.76325,195.67075,5.88184,0.407422147684,1.20179133552776,0.192009083333333,0.187954958333333,0.188309833333333,0.21211,0.310713,0.1389453898883,0.0629116959091,0.202790063705,6.30558799683e-06,0.0027689954284,9.89340291666667,14.8254547916667,24.86473375,4.96851729166667e-05,0.0086892475,19.2537916666667,31.5021229166667,97.470025,3.02987833333333,0.301916791666667,1.17511708333333,1.96170375,7.6,1.95608166666667,0.161802666666667,0.254314,0.5832144375,2.60606125e-07,0.00066861525,0
"114",114,1.42921433080534,65.68714,-2.364315,-2.36808,-2.768885,1.3311698321725,25.746725,49.52885,195.658,8.092865,0.2692392454015,1.43111504703624,0.189995541666667,0.187557791666667,0.188022,0.21211,0.310713,0.08240356435835,0.03755927686515,0.1467155109582,5.809765194095e-06,0.002555318806775,9.89016208333333,14.8209170833333,24.8614841666667,4.96751333333333e-05,0.00878856666666667,19.0302770833333,31.1223145833333,96.1023833333333,2.975246875,0.298429875,1.16595104166667,1.96318520833333,7.6,1.954676875,0.161784395833333,0.2542920625,0.583253125,2.60641854166667e-07,0.000670012291666667,0
"115",115,2.08898290951628,65.68714,-2.43918,-2.442225,-2.95026,1.231345356566,23.218025,48.87775,195.5615,5.61415,0.373146268112,1.04545604348784,0.188495833333333,0.187166291666667,0.187713875,0.21211,0.310713,0.0780008961135,0.0642412340813,0.22798371727,6.71802697871e-06,0.00291429146769,9.88664604166667,14.816009375,24.8580929166667,4.96646625e-05,0.008886653125,18.8123854166667,30.7520520833333,94.7587041666667,2.92186583333333,0.295058125,1.138569375,1.980779375,7.6,1.93709354166667,0.161764395833333,0.25426825,0.5832955625,2.60680020833333e-07,0.0006714276875,0
"116",116,2.62910572290317,65.68714,-2.51609,-2.51881,-2.937225,1.123459597035,20.68445,47.66155,195.2775,4.509035,0.2878397350925,0.896102491687854,0.1873654375,0.186772979166667,0.187369041666667,0.21211,0.310713,0.04666382900125,0.04775315038725,0.1906021059705,6.499320048625e-06,0.0028141866419,9.882523125,14.8103308333333,24.8545002083333,4.96536208333333e-05,0.00893921895833333,18.6037416666667,30.3956625,93.438875,2.86977541666667,0.291754291666667,1.10955854166667,2.00137770833333,7.6,1.91682270833333,0.161740083333333,0.254239854166667,0.5833475625,2.60723625e-07,0.000672243020833333,0
"117",117,2.2787292652952,65.68714,-2.58584,-2.587415,-2.98188,1.0449002899685,18.947625,46.01485,194.78775,4.26053,0.2812434074545,0.845622364638026,0.186685041666667,0.186435333333333,0.187056729166667,0.21211,0.310713,0.03772442980965,0.04728399751815,0.1932992646142,6.78843286812e-06,0.002928581355635,9.87861958333333,14.804645625,24.8507370833333,4.964209375e-05,0.00898323145833333,18.3956145833333,30.0443791666667,92.1423541666667,2.81895145833333,0.288515291666667,1.080144375,2.02101,7.6,1.89748895833333,0.161718208333333,0.254211166666667,0.583397458333333,2.60767291666667e-07,0.000672935604166667,0
"118",118,1.43198241915769,65.68714,-2.636415,-2.637675,-2.992875,0.97916055303,20.011825,44.9025,194.14275,6.36839,0.264072272121,1.19395491477886,0.186247854166667,0.186159020833333,0.186788479166667,0.21211,0.310713,0.0306525451163,0.0428868859906,0.1874299958728,7.18752361387e-06,0.003095478587265,9.87590145833333,14.799979375,24.846836875,4.96301083333333e-05,0.00904532708333333,18.17978125,29.6876645833333,90.8684395833333,2.76930916666667,0.285344479166667,1.07569916666667,2.02101,7.6,1.89722041666667,0.161706875,0.2541885625,0.5834304375,2.60804229166667e-07,0.00067384475,0
"119",119,1.30030028976122,65.68714,-2.68686,-2.687995,-2.991375,0.915754528518,20.8162,44.301975,193.39575,5.85529,0.213417063728,1.07380555850957,0.1859083125,0.185909166666667,0.186514291666667,0.21211,0.310713,0.0215960497634,0.0330274573912,0.1558257114647,6.884976240675e-06,0.002961862935425,9.87323083333333,14.7953508333333,24.8428008333333,4.96176895833333e-05,0.00912593333333333,17.9647666666667,29.3344229166667,89.6166270833333,2.72082083333333,0.2822553125,1.07233291666667,2.02101,7.6,1.89695166666667,0.161696479166667,0.254166541666667,0.583461770833333,2.60841125e-07,0.00067501275,0
"120",120,1.39959737427148,65.68714,-2.728405,-2.72959,-2.92213,0.874684042651,21.364725,43.944525,192.61575,3.861165,0.1114808132492,1.02637653435649,0.1859644375,0.185736979166667,0.186279604166667,0.21211,0.310713,0.01326295155878,0.014120772410562,0.0820358192001,4.77559885332e-06,0.002056446957072,9.87059354166667,14.7907854166667,24.83862,4.96048375e-05,0.00919772354166667,17.7528395833333,28.9858645833333,88.3866583333333,2.67346083333333,0.279229229166667,1.06767895833333,2.02101,7.6,1.89668166666667,0.161686666666667,0.254145604166667,0.583491520833333,2.60878166666667e-07,0.000676062,0
"121",121,2.28418318939937,65.68714,-2.745445,-2.74752,-3.10222,0.842884419008,21.62085,43.726425,191.80975,3.91688,0.2594508800725,0.820543191102121,0.185861229166667,0.185544916666667,0.1860313125,0.21211,0.310713,0.03811892980495,0.04375865235545,0.17421195823875,7.48044600345e-06,0.003353841735355,9.8674525,14.7857389583333,24.8342729166667,4.959151875e-05,0.00925442333333333,17.5486958333333,28.6474625,87.1781729166667,2.62720208333333,0.276255541666667,1.06558208333333,2.02101,7.6,1.896385625,0.1616728125,0.2541223125,0.5835276875,2.60919e-07,0.000676927333333333,0
"122",122,2.20679270888188,65.68714,-2.800385,-2.8022,-3.10339,0.776626313743,21.680675,43.561575,190.9855,3.470555,0.2125078305385,0.727299417989904,0.185418333333333,0.185300333333333,0.18577575,0.21211,0.310713,0.02626500138435,0.0348890410821,0.148088144681,7.274542245965e-06,0.003258701232665,9.863835625,14.7802004166667,24.82976375,4.957770625e-05,0.00929143583333333,17.3520291666667,28.3193395833333,85.9908083333333,2.58207625,0.273362916666667,1.062195625,2.02101,7.6,1.89606083333333,0.161655416666667,0.254096583333333,0.583570270833333,2.609636875e-07,0.000677535395833333,0
"123",123,2.51598070060849,65.68714,-2.845235,-2.847025,-3.13527,0.714810092208,21.653125,43.412425,190.15475,2.865635,0.2001786777504,0.646454283580458,0.185113541666667,0.18508225,0.185536416666667,0.21211,0.310713,0.02244911603755,0.033127194418,0.1413044921469,7.357072797505e-06,0.00329103404782,9.85997708333333,14.7744210416667,24.8250527083333,4.95632854166667e-05,0.009321785625,17.1606333333333,27.9986145833333,84.8246145833333,2.53806375,0.27058125,1.05694666666667,2.02101,7.6,1.89571895833333,0.161636291666667,0.254069916666667,0.583615395833333,2.61010666666667e-07,0.000678060416666667,0
"124",124,2.51844640620335,65.68714,-2.888015,-2.889825,-3.14822,0.66007082766,21.5782,43.259,189.3195,2.545865,0.17274522645475,0.59935476025461,0.184862,0.1848769375,0.185310708333333,0.21211,0.310713,0.01758110928242,0.0278035925096,0.1241226398411,7.226937337175e-06,0.00323061930329,9.85612958333333,14.7686477083333,24.820134375,4.95482333333333e-05,0.00934680770833333,16.971925,27.6825208333333,83.67935625,2.49517645833333,0.267865666666667,1.05081833333333,2.02101,7.6,1.89537270833333,0.16161775,0.254043958333333,0.583659479166667,2.61058354166667e-07,0.0006785160625,0
"125",125,2.80648608274562,65.68714,-2.927485,-2.92939,-3.1963,0.608515810508,21.422375,43.0928,188.4695,2.23038,0.1824370109178,0.490578436963908,0.184653458333333,0.1846879375,0.185095354166667,0.21211,0.310713,0.01889118042772,0.0307702184832,0.1293998549958,7.54590073388e-06,0.00336816813368,9.85205041666667,14.7626333333333,24.8150329166667,4.95326479166667e-05,0.00936601791666667,16.7883625,27.3736541666667,82.5542875,2.453321875,0.265225520833333,1.04435895833333,2.02101,7.6,1.89501145833333,0.161597625,0.254017229166667,0.583706,2.611081875e-07,0.000678901041666667,0
"126",126,2.69596658928355,65.68714,-2.965075,-2.967275,-3.214875,0.561023320477,21.2527,42.90205,187.6045,2.135945,0.1667833614955,0.480965490178513,0.184478395833333,0.184515875,0.184889895833333,0.21211,0.310713,0.0170673597994,0.02810927045165,0.118215846106,7.58380670994e-06,0.00338327604895,9.847761875,14.756416875,24.8097802083333,4.95165833333333e-05,0.00937999104166667,16.6094541666667,27.0712604166667,81.44876875,2.41247125,0.262645041666667,1.037579375,2.02101,7.6,1.894635625,0.161575958333333,0.253989604166667,0.583754854166667,2.61160041666667e-07,0.000679219625,0
"127",127,2.35123830762247,65.68714,-3.00046,-3.00265,-3.21628,0.520353835615,21.0888,42.698125,186.7365,2.125575,0.13973208140535,0.455375736191013,0.184330104166667,0.184366083333333,0.184707,0.21211,0.310713,0.01390614117163,0.0230065986883,0.0995060275603,7.41175751646e-06,0.003305927217275,9.843739375,14.75046375,24.804380625,4.95000854166667e-05,0.00939255333333333,16.4298416666667,26.7698583333333,80.3622604166667,2.37255520833333,0.260120645833333,1.02958708333333,2.02131354166667,7.6,1.89426854166667,0.161556854166667,0.253964104166667,0.583799354166667,2.61210645833333e-07,0.000679516354166667,0
"128",128,0.925309582374598,65.68714,-3.03107,-3.03335,-3.17282,0.4950569284965,19.089575,42.232525,185.8685,3.517745,0.0899856477585,0.69906503355346,0.184236,0.184270458333333,0.184578083333333,0.21211,0.310713,0.00741500960429,0.012644595256205,0.06681133832125,6.96469956053e-06,0.00310773273223,9.84041875,14.7451602083333,24.7988683333333,4.94832020833333e-05,0.00941232083333333,16.24585,26.4654666666667,79.2944791666667,2.333566875,0.257643229166667,1.00142652083333,2.03566395833333,7.6,1.88037270833333,0.161543770833333,0.253942666666667,0.583833395833333,2.612573125e-07,0.000679892708333333,0
"129",129,1.26659465524039,65.68714,-3.04722,-3.049665,-3.241375,0.4685719579595,19.024875,41.67645,184.98575,3.23294,0.13572343067255,0.665796335205968,0.200835270833333,0.186230854166667,0.184557145833333,0.212113791666667,0.310713,0.014028532443115,0.02333599900645,0.09478844888155,7.992274893305e-06,0.003562455068295,9.83833958333333,14.7410560416667,24.7931908333333,4.94658604166667e-05,0.0094461025,16.054925,26.1543416666667,78.2451895833333,2.29550229166667,0.255247125,0.988892166666667,2.03961,7.6,1.87637395833333,0.161541833333333,0.253928958333333,0.5838485,2.61296395833333e-07,0.000680442041666667,0
"130",130,1.44597552898596,65.68714,-2.20579,-2.30791,-2.890475,1.426584177625,20.254325,41.25635,184.06825,12.56045,0.6079542915375,2.21276428230777,0.254505833333333,0.191925458333333,0.1850584375,0.212127,0.310713,0.5067405785425,0.297499844435,-0.20013375746985,8.458791000885e-06,0.00383883530225,9.8362575,14.7369977083333,24.78743375,4.94480729166667e-05,0.00962942458333333,15.8695791666667,25.8499770833333,77.21444375,2.25831104166667,0.252942645833333,1.01152139583333,2.03961,7.6,1.876096875,0.161539770833333,0.253915666666667,0.583861458333333,2.61334916666667e-07,0.000682874541666667,0
"131",131,1.84296068719633,65.68714,-2.229,-2.329295,-2.90406,1.4270036667415,21.46945,41.193225,183.1045,9.77558,0.584496851834,1.93347060416582,0.2456306875,0.189840604166667,0.18553175,0.212127,0.310713,0.491225378287,0.19431684175995,-0.1048244642734,8.10612382802e-06,0.00377114157239,9.83363291666667,14.732450625,24.7816210416667,4.9429825e-05,0.0100134939583333,15.6936770833333,25.55606875,76.2021979166667,2.222008125,0.2506754375,1.04940604166667,2.03961,7.6,1.87580020833333,0.161532770833333,0.253899104166667,0.58387975,2.6137625e-07,0.000688112,0
"132",132,1.05580752132343,65.68714,-2.24747,-2.340745,-2.73553,1.432763151632,22.36495,41.3481,182.169,12.54315,0.4245500052375,2.01952068406436,0.238566916666667,0.1887798125,0.185917583333333,0.212127,0.310713,0.4706921188675,0.10144563093195,-0.1512904533569,7.886888026295e-06,0.0036954069895,9.83103916666667,14.7279654166667,24.7756641666667,4.94111520833333e-05,0.0104005870833333,15.5202041666667,25.2653416666667,75.20788125,2.18656333333333,0.2484741875,1.06738520833333,2.03961,7.6,1.87550083333333,0.161526,0.2538833125,0.583897104166667,2.61418020833333e-07,0.000693334166666667,0
"133",133,1.07518246778511,66.0026,-2.222615,-2.313185,-2.75029,1.4903929983615,23.16015,41.64435,181.31675,14.33495,0.4998523149425,2.39151919398329,0.2343269375,0.1885105,0.186319375,0.212127,0.310713,0.49109729578,0.0956774919332,-0.0907840663871,8.152576123245e-06,0.003854077653205,9.82899375,14.7241104166667,24.769669375,4.93921958333333e-05,0.0109120370833333,15.34365625,24.9728270833333,74.2305875,2.15186520833333,0.2463469375,1.07626208333333,2.03961,7.6,1.87523229166667,0.161523625,0.253871395833333,0.5839045,2.614554375e-07,0.0007002046875,0
"134",134,0.675174948522227,66.0026,-2.21203,-2.29244,-2.57481,1.562199255414,23.5095,42.087125,180.546,18.36625,0.352287818506,1.38848320946575,0.2323376875,0.18870125,0.186709666666667,0.212128104166667,0.310713,0.442979065773,0.0614400389542,-0.155686940304,7.38711466704e-06,0.00354758742065,9.82719729166667,14.7206070833333,24.7636177083333,4.93730479166667e-05,0.0114557983333333,15.16745625,24.6816520833333,73.26964375,2.11786416666667,0.244219270833333,1.08249875,2.03961,7.6,1.874976875,0.161523083333333,0.253861979166667,0.5839069375,2.61491020833333e-07,0.000707600020833333,0
"135",135,1.21336196668644,66.13602,-2.14423,-2.23153,-2.6909,1.608078168378,24.048875,42.4399,179.874,13.6233,0.483059501938,2.29374376693287,0.229174166666667,0.188720895833333,0.1870319375,0.212129,0.310713,0.440423556408,0.0768450489645,-0.0377107007247,7.30894186742e-06,0.00349457084385,9.825626875,14.71743875,24.7574941666667,4.935379375e-05,0.0118942883333333,14.99231875,24.3922708333333,72.3244020833333,2.08452125,0.2421240625,1.08972666666667,2.03961,7.6,1.87473125,0.161524875,0.253855833333333,0.5839055625,2.61525333333333e-07,0.000713501875,0
"136",136,2.06437279913356,66.35364,-2.159415,-2.232105,-2.95721,1.587726727562,24.668,42.87355,179.2505,9.962025,0.677032569327,2.02847860395517,0.221185395833333,0.188202291666667,0.1871489375,0.212129,0.310713,0.440405414799,0.1038797823483,0.1293103267706,7.32181536519e-06,0.00343037589152,9.82338520833333,14.713725625,24.7513414583333,4.93344229166667e-05,0.0123554627083333,14.825425,24.1119583333333,71.3944708333333,2.05182875,0.24006775,1.10571875,2.03961,7.6,1.874456875,0.1615208125,0.253846416666667,0.583912583333333,2.61563604166667e-07,0.000719782291666667,0
"137",137,2.10763317684318,66.35364,-2.20336,-2.25502,-2.859995,1.5526768121865,24.72765,43.272425,178.672,8.79905,0.5672704250445,1.66055999110655,0.213567916666667,0.187751541666667,0.187123541666667,0.212129,0.310713,0.421736898849,0.0628671954603,0.0792660919029,7.20332162823e-06,0.00339301860228,9.82033479166667,14.7092845833333,24.7450752083333,4.93148895833333e-05,0.01266016,14.6667416666667,23.8409125,70.47954375,2.019769375,0.238029208333333,1.11510041666667,2.03961,7.6,1.87414,0.161510104166667,0.253833958333333,0.583931604166667,2.61607791666667e-07,0.000724006625,0
"138",138,2.52671392155437,66.35364,-2.254135,-2.276825,-2.89882,1.523101275575,24.615625,43.565075,178.14675,6.70808,0.534289068942,1.33785311395356,0.2065380625,0.187468916666667,0.18709025,0.212129,0.310713,0.381723480733,0.0550808857739,0.094332797303,6.69660778571e-06,0.0031453783929,9.8167525,14.7043402083333,24.7387016666667,4.92951770833333e-05,0.0128517577083333,14.5138958333333,23.57735,69.5794270833333,1.98836395833333,0.235994958333333,1.11496375,2.03961,7.6,1.873793125,0.161495458333333,0.253819166666667,0.5839585,2.61656229166667e-07,0.0007267100625,0
"139",139,2.43420317423792,66.54742,-2.3141,-2.313295,-2.876345,1.430140914412,24.34075,43.710775,177.64725,6.265845,0.4542622717475,1.2449038939643,0.20038925,0.187242208333333,0.187029854166667,0.212129,0.310713,0.3138105487645,0.0456346746808,0.09164840984475,6.73726512604e-06,0.003162203483955,9.812750625,14.6988904166667,24.732194375,4.92751270833333e-05,0.0129904710416667,14.3665375,23.3219958333333,68.6943791666667,1.95764708333333,0.2340466875,1.11026708333333,2.03961,7.6,1.87341958333333,0.161477541666667,0.253801458333333,0.583992083333333,2.617084375e-07,0.000728715354166667,0
"140",140,2.29371128642292,67.12144,-2.386665,-2.38759,-3.000375,1.316569645993,24.22935,43.755625,177.1785,6.750195,0.4848731700495,1.295196990165,0.195414145833333,0.186963125,0.1869085,0.212129,0.310713,0.2539670097465,0.06586845451675,0.1617175282821,7.12119282233e-06,0.00331275332693,9.809010625,14.693558125,24.725530625,4.92546041666667e-05,0.013114048125,14.21749375,23.0687166666667,67.8246145833333,1.92767208333333,0.232137833333333,1.10472583333333,2.03961,7.6,1.87304979166667,0.161462520833333,0.253784416666667,0.584022270833333,2.61760125e-07,0.00073050275,0
